definition_wn,answer_wn,label,predicted_label,predicted_probability,definition,answer,surface,def_num_usable_synsets,ans_num_usable_synsets,distractor_source,cos_w1clue_w1all,cos_w1clue_w1common,cos_w1clue_w1obscure,cos_w1clue_w2all,cos_w1clue_w2common,cos_w1clue_w2obscure,wn_rel_hypernym,wn_rel_hypernym_of_hypernym,wn_rel_hypernym_of_hyponym,wn_rel_hyponym,wn_rel_hyponym_of_hypernym,wn_rel_hyponym_of_hyponym,wn_rel_hyponym_of_part_holonym,wn_rel_hyponym_of_part_meronym,wn_rel_member_meronym,wn_rel_member_meronym_of_member_holonym,wn_rel_part_holonym,wn_rel_part_holonym_of_hypernym,wn_rel_part_holonym_of_hyponym,wn_rel_part_holonym_of_part_meronym,wn_rel_part_meronym,wn_rel_part_meronym_of_hypernym,wn_rel_part_meronym_of_hyponym,wn_rel_substance_meronym,wn_rel_substance_meronym_of_hyponym,wn_rel_synonym,wn_max_path_sim,wn_shared_synset_count,surface_edit_distance,surface_length_ratio,surface_shared_first_letter,surface_char_overlap_ratio
fish,char,1,0,0.49,fish,CHAR,One does for fish,6,5,,0.909705638885498,0.8223098516464233,0.9018216133117676,0.6131889224052429,0.42399632930755615,0.42881739139556885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,4,1.0,0,0.14285714285714285
dripping,saturated,1,0,0.32,Dripping,SATURATED,"Dripping, a kind of fat",5,5,,0.6152299046516418,0.6520447134971619,0.5851060152053833,0.6711867451667786,0.5008426904678345,0.6013109683990479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,9,0.8888888888888888,0,0.18181818181818182
sign,precursor,1,0,0.355,sign,PRECURSOR,Posh car takes meandering course under parking sign,20,3,,0.6588353514671326,0.5579090714454651,0.5914011597633362,0.526432991027832,0.4121860861778259,0.5755021572113037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,9,0.4444444444444444,0,0.1
claim,posit,1,0,0.285,Claim,POSIT,Claim some characters in Donizetti’s opera are contrary,11,4,,0.6185652017593384,0.28732430934906006,0.847693920135498,0.4677921533584595,0.3178148865699768,0.5631765127182007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,4,1.0,0,0.1111111111111111
picture,tableau,1,0,0.235,Picture,TABLEAU,Picture expert getting inside Greek character,12,2,,0.8494698405265808,0.8968912363052368,0.8545793890953064,0.6634714603424072,0.5337652564048767,0.7095813155174255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,7,1.0,0,0.3
underworld,persephone,1,0,0.2,Underworld,PERSEPHONE,Underworld boss having mobile that goes on by itself,2,1,,0.6924283504486084,0.6978863477706909,0.5700751543045044,0.5415944457054138,0.5415944457054138,0.5415944457054138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0,9,1.0,0,0.36363636363636365
dull,dreary,1,0,0.49,dull,DREARY,  Back in Derby on vacation – that’s dull,19,2,,0.7245403528213501,0.5875188112258911,0.6481413841247559,0.6775935888290405,0.7879577279090881,0.37077876925468445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.6666666666666666,1,0.14285714285714285
show_off,vaunt,1,0,0.45,Show off,VAUNT,Show off volume by family member,1,2,,0.6081181764602661,0.6081181764602661,0.6081182956695557,0.5475366711616516,0.31553372740745544,0.6490858793258667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,8,0.625,0,0.0
bizarre,surreal,1,0,0.275,Bizarre,SURREAL,Bizarre and stupid quarrels with no origin,1,2,,0.7506333589553833,0.7506333589553833,0.7506333589553833,0.716126024723053,0.694062352180481,0.6667498350143433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,1.0,0,0.3333333333333333
school,college,1,0,0.3,school,COLLEGE,Pass ecstasy round stage school,10,3,,0.8465795516967773,0.7852267026901245,0.5849126577377319,0.7151997089385986,0.6550948619842529,0.6968603730201721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.8571428571428571,0,0.42857142857142855
boss,chairman,1,0,0.32,Boss,CHAIRMAN,Boss to carry player on a lap of honour?,8,2,,0.7762771248817444,0.7235689163208008,0.5876911878585815,0.6090131998062134,0.5338271856307983,0.6460511684417725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,8,0.5,0,0.0
record,album,1,0,0.445,record,ALBUM,White drops the last two for a record,13,2,,0.7069789171218872,0.8029501438140869,0.2933240532875061,0.4667755961418152,0.4713965058326721,0.4157138466835022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,6,0.8333333333333334,0,0.0
delight,glee,1,0,0.18,Delight,GLEE,Delight in single entry,5,2,,0.8326539993286133,0.6491146087646484,0.818448543548584,0.7362841367721558,0.6283313035964966,0.7880524396896362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,6,0.5714285714285714,0,0.42857142857142855
sponsor,donor,1,0,0.455,Sponsor,DONOR,Sponsor cross about note being picked up,5,2,,0.6500297784805298,0.6794129610061646,0.4398096799850464,0.7012264728546143,0.653209924697876,0.6469447612762451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,3,0.7142857142857143,0,0.5
distinguished,eminent,1,0,0.395,Distinguished,EMINENT,Distinguished English conservation group protectingunderground tunnel,7,2,,0.689126193523407,0.5608893632888794,0.8281235694885254,0.5669904351234436,0.580717921257019,0.42751458287239075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,11,0.5384615384615384,0,0.4
attentive,mindful,1,0,0.46,Attentive,MINDFUL,Attentive guard taken short,2,1,,0.7217246890068054,0.6828607320785522,0.6792809367179871,0.547356128692627,0.5473558902740479,0.5473558902740479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,8,0.7777777777777778,0,0.18181818181818182
protein,elastin,1,0,0.24,Protein,ELASTIN,Protein drink’s repellent small container,1,1,,0.8920312523841858,0.8920312523841858,0.892031192779541,0.7843266725540161,0.7843267917633057,0.7843267917633057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,5,1.0,0,0.4
struggles,wars_of_the_roses,1,0,0.34,Struggles,WARS OF THE ROSES,Struggles in Beds or originating further north?,7,1,,0.44437646865844727,0.4204918146133423,0.4283175468444824,0.3423825204372406,0.3423825204372406,0.3423825204372406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,13,0.5294117647058824,0,0.3076923076923077
carrier,holdall,1,0,0.455,carrier,HOLDALL,Partially and totally do this for a carrier,11,1,,0.7776318788528442,0.4437682032585144,0.4450506865978241,0.5131438970565796,0.5131438970565796,0.5131438970565796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,7,1.0,0,0.1111111111111111
man,servant,1,0,0.395,Man,SERVANT,Man determined to secure right type of vehicle,13,2,,0.8921612501144409,0.8454102277755737,0.3413693904876709,0.6279399991035461,0.6486546993255615,0.5386967658996582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.42857142857142855,0,0.25
transgress,trespass,1,0,0.5,Transgress,TRESPASS,Transgress with long hair? Dad’s intervening,4,7,,0.7375009059906006,0.6142063140869141,0.6797480583190918,0.6126782894134521,0.4306648373603821,0.6505097150802612,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2,5,0.8,1,0.625
expression,grimace,1,0,0.24,Expression,GRIMACE,Expression of good fighter pilot on edge?,9,2,,0.8458594679832458,0.8298851251602173,0.8021129369735718,0.6278948783874512,0.6662881374359131,0.48600274324417114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,9,0.7,0,0.25
scaffolds,gallows,1,0,0.275,scaffolds,GALLOWS,Penultimate judge approves of scaffolds,3,1,,0.7969017624855042,0.7616299986839294,0.5330500602722168,0.7222070693969727,0.7222069501876831,0.7222069501876831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,6,0.7777777777777778,0,0.4444444444444444
scoffs,eats,1,0,0.42,scoffs,EATS,"After sending off No. 1, linesman scoffs",3,7,,0.6485323309898376,0.6733490824699402,0.6001404523849487,0.4758799374103546,0.4444049596786499,0.4445821940898895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,5,0.6666666666666666,0,0.14285714285714285
revered,hallowed,1,0,0.365,Revered,HALLOWED,Revered head of house gave consent,3,2,,0.81122225522995,0.7053593397140503,0.8240410089492798,0.8205417394638062,0.7201836705207825,0.8195337057113647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.875,0,0.2222222222222222
drier,tea_towel,1,0,0.315,drier,TEA TOWEL,Duck across wet ground keeping nothing for drier,18,1,,0.5927174091339111,0.4330015778541565,0.6089401245117188,0.49639102816581726,0.49639156460762024,0.49639102816581726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,8,0.5555555555555556,0,0.1
asian,filipino,1,0,0.255,Asian,FILIPINO,Asian type of pastry I secure inside,2,3,,0.8241947889328003,0.726405143737793,0.8330307602882385,0.7308852672576904,0.736573338508606,0.7328065037727356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.625,0,0.25
pray,entreat,1,0,0.405,Pray,ENTREAT,"Pray with heart not with head, returning thanks",2,1,,0.7591359615325928,0.7108638286590576,0.7323994636535645,0.6096590757369995,0.6096590757369995,0.6096590757369995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.5714285714285714,0,0.2857142857142857
knave,cad,1,0,0.31,Knave,CAD,"Knave of clubs, card regularly underneath",2,2,,0.7974798679351807,0.5059974193572998,0.8424707055091858,0.5791894197463989,0.5481827259063721,0.41938430070877075,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,4,0.6,0,0.14285714285714285
ancient,olden,1,0,0.265,Ancient,OLDEN,Ancient celebrating fifty years without grand opening,4,1,,0.8618141412734985,0.7198418378829956,0.7846548557281494,0.7039625644683838,0.7039625644683838,0.7039625644683838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.7142857142857143,0,0.2222222222222222
plant,alecost,1,0,0.485,Plant,ALECOST,Plant giving a closet a new look,10,1,,0.7211071848869324,0.49647629261016846,0.3414141535758972,0.5151185989379883,0.5151185989379883,0.5151185989379883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,5,0.7142857142857143,0,0.3333333333333333
value,merit,1,0,0.375,Value,MERIT,Value some consumer items,11,3,,0.3970673084259033,0.1509525179862976,0.17156553268432617,0.30810898542404175,0.15692034363746643,0.4435863494873047,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,1.0,0,0.1111111111111111
keen,ardent,1,0,0.28,Keen,ARDENT,Keen artist recalled depression,7,3,,0.7396694421768188,0.567848265171051,0.591697096824646,0.6782898902893066,0.6689412593841553,0.5709474682807922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,4,0.6666666666666666,0,0.2857142857142857
ordered,indented,1,0,0.17,ordered,INDENTED,Definitely packing collection of books ordered,12,5,,0.6790890097618103,0.4607985019683838,0.4654744565486908,0.6360926628112793,0.505152702331543,0.6282774209976196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,4,0.875,0,0.2857142857142857
mascot,good_luck_charm,1,0,0.385,Mascot,GOOD LUCK CHARM,Mascot found in cargo hold — muck all over the place,1,1,,0.639236330986023,0.6392357349395752,0.6392360925674438,0.5812699794769287,0.5812699794769287,0.5812699794769287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,14,0.4,0,0.2857142857142857
glaring,garish,1,0,0.47,glaring,GARISH,"Hagar is horrible, keeps glaring",5,1,,0.5586246252059937,0.5693846940994263,0.48690229654312134,0.24777168035507202,0.24777168035507202,0.24777168035507202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,3,0.8571428571428571,1,0.5
adder,abacus,1,0,0.24,Adder,ABACUS,Adder is a snake laying egg on course frequently,3,2,,0.6735175848007202,0.5120258331298828,0.7508792877197266,0.5948429107666016,0.545062780380249,0.5346947908401489,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.8333333333333334,1,0.125
remedy,treatment,1,0,0.305,remedy,TREATMENT,Catastrophic matter put before specialist for remedy,4,4,,0.6795271039009094,0.6468112468719482,0.3511214256286621,0.7479768991470337,0.698814868927002,0.599453330039978,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,5,0.6666666666666666,0,0.375
minor_role,second_fiddle,1,0,0.04,Minor role,SECOND FIDDLE,Minor role in yet another swindle,1,2,,0.7739286422729492,0.7739284038543701,0.7739286422729492,0.7638533115386963,0.7234383821487427,0.726347804069519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,9,0.7692307692307693,0,0.5
safety_device,fire_alarm,1,0,0.39,safety device,FIRE ALARM,Old Macdonald’s property has one concrete safety device,1,2,,0.7792493104934692,0.7792497873306274,0.7792493104934692,0.5833930373191833,0.5206670761108398,0.6134245991706848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,11,0.7692307692307693,0,0.35714285714285715
city,oslo,1,0,0.33,city,OSLO,Pairs of performers look to be missing Dutch city,3,1,,0.9381328225135803,0.8082818388938904,0.9154174327850342,0.6104971766471863,0.6104971766471863,0.610496997833252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,4,1.0,0,0.0
principle,axiom,1,0,0.26,principle,AXIOM,Honour a team’s first principle,6,2,,0.4406348168849945,0.37514543533325195,0.3529522120952606,0.3315885663032532,0.34402886033058167,0.3020128905773163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,8,0.5555555555555556,0,0.09090909090909091
surpass,overtrump,1,0,0.3,Surpass,OVERTRUMP,Surpass deliveries by US President,4,1,,0.7963544130325317,0.7887957096099854,0.7893620729446411,0.5365327596664429,0.5365327596664429,0.5365327596664429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,8,0.7777777777777778,0,0.3
grey,aged,1,0,0.27,Grey,AGED,"Grey, broken wall’s gone",13,9,,0.46567824482917786,0.6139832735061646,0.3366549015045166,0.46818554401397705,0.434587299823761,0.34543687105178833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,3,1.0,0,0.3333333333333333
futile,idle,1,0,0.435,futile,IDLE,Mind clues missing every other letter? That’s futile,2,10,,0.624118447303772,0.6193903684616089,0.5826562643051147,0.48552200198173523,0.3509604334831238,0.3886266350746155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,4,0.6666666666666666,0,0.42857142857142855
arab,iraqi,1,0,0.25,Arab,IRAQI,Arab or Irish-American taking first question?,2,2,,0.7196674346923828,0.8147042989730835,0.48659461736679077,0.627925455570221,0.5216359496116638,0.645433783531189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,3,0.8,0,0.4
hypothesis,theorem,1,0,0.24,hypothesis,THEOREM,Article with more convoluted hypothesis,3,2,,0.8732802867889404,0.8555830121040344,0.7962849140167236,0.6584639549255371,0.6503960490226746,0.647411584854126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,8,0.7,0,0.4
bird,nuthatch,1,0,0.395,bird,NUTHATCH,Teachers incubate bird,6,1,,0.9126388430595398,0.9130880832672119,0.8597453236579895,0.6311932802200317,0.6311922073364258,0.6311932802200317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,8,0.5,0,0.0
station,waterloo,1,0,0.27,station,WATERLOO,Battle station,6,3,,0.9233205914497375,0.7621065378189087,0.8394672870635986,0.619605302810669,0.6243020296096802,0.5499128103256226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,6,0.875,0,0.3
fruit,granadilla,1,0,0.49,fruit,GRANADILLA,Spanish city stocking bad fruit,5,4,,0.5463483333587646,0.7305333614349365,0.416982501745224,0.5958179235458374,0.5380398035049438,0.5897514820098877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,8,0.5,0,0.2
strange,weird,1,0,0.185,Strange,WEIRD,Strange forms I drew,3,3,,0.7561016082763672,0.6860405802726746,0.6961256265640259,0.7233854532241821,0.6172958612442017,0.6950380206108093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,0.7142857142857143,0,0.2
play,blood_brothers,1,0,0.41,play,BLOOD BROTHERS,Family shows concern describing Miller’s last play,52,2,,0.37487486004829407,0.7673987150192261,0.09910222887992859,0.2653367221355438,0.23360823094844818,0.28091275691986084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,13,0.2857142857142857,0,0.07692307692307693
retreats,lairs,1,0,0.475,retreats,LAIRS,Channel ultimately broadcasts  retreats,11,1,,0.7495009899139404,0.5064131021499634,0.7552217245101929,0.4821068048477173,0.48210805654525757,0.4821068048477173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,6,0.625,0,0.42857142857142855
script,italics,1,0,0.305,A script,ITALICS,"A script: it's about girl underground, mostly",4,3,,0.7879655957221985,0.8048136234283447,0.6565169095993042,0.5960724353790283,0.49432820081710815,0.4821111857891083,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.8571428571428571,0,0.5
shock,trauma,1,0,0.385,Shock,TRAUMA,Shock a maiden with essentially adult paintings from the East,17,2,,0.38749030232429504,0.2096984088420868,0.32381635904312134,0.3352237641811371,0.3270483613014221,0.3164682686328888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,6,0.8333333333333334,0,0.0
excel,outdo,1,0,0.385,Excel,OUTDO,Excel with striking trick,1,2,,0.6624385118484497,0.6624376177787781,0.6624385118484497,0.534249484539032,0.4689430594444275,0.5314991474151611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,5,1.0,0,0.0
constant,everlasting,1,0,0.28,constant,EVERLASTING,Reveal terrible pain is constant,5,3,,0.9076606631278992,0.5747126340866089,0.8308752775192261,0.6753041744232178,0.5839345455169678,0.5442255735397339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,8,0.7272727272727273,0,0.3333333333333333
cleric,bishop,1,0,0.29,Cleric,BISHOP,Cleric is hopeless at first in dance,1,3,,0.6570731997489929,0.6570731997489929,0.6570731997489929,0.697102427482605,0.39030206203460693,0.5284649133682251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,6,1.0,0,0.1
woes,sorrows,1,0,0.495,Woes,SORROWS,Woes of missing down clue at first in the cryptic crossword,2,5,,0.7041692137718201,0.6558868288993835,0.6462132930755615,0.6775215864181519,0.6614503264427185,0.44980472326278687,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.5714285714285714,0,0.6
scot,bruce,1,0,0.475,Scot,BRUCE,Scot wanting English restraint reversed,1,2,,0.8337287902832031,0.8337289094924927,0.8337287902832031,0.5508911609649658,0.559589147567749,0.39867478609085083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,5,0.8,0,0.125
praise,plaudit,1,0,0.475,Praise,PLAUDIT,Praise place given financial check,3,1,,0.4744781255722046,0.3021264970302582,0.6475200653076172,0.40085169672966003,0.40085169672966003,0.40085169672966003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.8571428571428571,1,0.3
automatic,mechanical,1,0,0.375,Automatic,MECHANICAL,Automatic for Bottom perhaps,5,3,,0.694854199886322,0.7190477848052979,0.40860652923583984,0.465984582901001,0.39706236124038696,0.39425763487815857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,8,0.9,0,0.36363636363636365
athletic,sporty,1,0,0.425,Athletic,SPORTY,Athletic drink that’s fortified in case of scurvy,3,3,,0.8248001337051392,0.8169515132904053,0.8180845975875854,0.7148721814155579,0.6946897506713867,0.6959298253059387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,0.75,0,0.08333333333333333
scream,howl,1,0,0.5,Scream,HOWL,Scream seeing wolf briefly straying behind hotel,6,7,,0.7869052290916443,0.785466730594635,0.7385718822479248,0.7436525821685791,0.5895875692367554,0.6520189642906189,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,6,0.6666666666666666,0,0.0
expression,term,1,0,0.455,Expression,TERM,Expression in banter misjudged,9,8,,0.7807157039642334,0.5947237014770508,0.6231618523597717,0.5690901279449463,0.4953199625015259,0.6405408382415771,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,9,0.4,0,0.2
sailor,privateer,1,0,0.3,Sailor,PRIVATEER,Sailor and soldier meeting head of state,3,2,,0.8888684511184692,0.8878198862075806,0.6087117195129395,0.7322103977203369,0.6947096586227417,0.6881405115127563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,7,0.6666666666666666,0,0.3
amateurs,laity,1,0,0.24,amateurs,LAITY,Old song retains appeal for amateurs,2,1,,0.8280582427978516,0.813190758228302,0.7936632633209229,0.6149274110794067,0.6149274110794067,0.6149274110794067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,7,0.625,0,0.2
nick,gaol,1,0,0.36,Nick,GAOL,Miss hugging Old Nick,7,2,,0.5350250005722046,0.4000388979911804,0.5088138580322266,0.46880462765693665,0.4760975241661072,0.40434977412223816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,4,1.0,0,0.0
publicity,propaganda,1,0,0.305,Publicity,PROPAGANDA,Publicity for one who doesn’t believe Germany’s close to Austria,2,1,,0.8128707408905029,0.8052404522895813,0.6168374419212341,0.6318613290786743,0.6318613290786743,0.6318613290786743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,9,0.9,1,0.07142857142857142
brain,skull,1,0,0.125,Brain,SKULL,"Brain? It’s what a rower may need, we hear",7,1,,0.8155908584594727,0.8045032024383545,0.7864288091659546,0.7747024297714233,0.7747024297714233,0.7747024297714233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,5,1.0,0,0.0
sound,watertight,1,0,0.355,Sound,WATERTIGHT,Sound drunk after refreshing drink,24,2,,0.37829768657684326,0.24877575039863586,0.25635290145874023,0.3256637752056122,0.34594929218292236,0.25992339849472046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,10,0.5,0,0.0
religious_song,psalm,1,0,0.42,Religious song,PSALM,"Religious song Saint’s taken in hand, partly",1,3,,0.6884098052978516,0.6884098052978516,0.6884099245071411,0.7562812566757202,0.7292376756668091,0.6875314116477966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,13,0.35714285714285715,0,0.15384615384615385
fool,ninny,1,0,0.29,Fool,NINNY,"Fool one in three names with chicanery, finally",7,1,,0.7922887206077576,0.5897210836410522,0.7024734616279602,0.6612731218338013,0.6612731218338013,0.6612731218338013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.8,0,0.0
sickening,gross,1,0,0.365,Sickening,GROSS,Sickening total,5,10,,0.8229252099990845,0.7560079097747803,0.8324013948440552,0.6044278144836426,0.44868797063827515,0.6451878547668457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,9,0.5555555555555556,0,0.2222222222222222
costly,expensive,1,0,0.235,costly,EXPENSIVE,"Thoughtful to support former partner, and costly!",2,1,,0.8389198780059814,0.72542804479599,0.8227584362030029,0.7299710512161255,0.7299710512161255,0.7299710512161255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,8,0.6666666666666666,0,0.08333333333333333
dodge,scam,1,0,0.445,Dodge,SCAM,Dodge swimmer’s head on river,6,2,,0.540889322757721,0.3001127243041992,0.42780601978302,0.4278981685638428,0.16558396816253662,0.5430215001106262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,5,0.8,0,0.0
fruit,satsuma,1,0,0.33,fruit,SATSUMA,Something that’s essential when around fruit,5,2,,0.5489354729652405,0.7690190076828003,0.42395222187042236,0.530913233757019,0.5763728618621826,0.4261670708656311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,6,0.7142857142857143,0,0.25
replacements,subs,1,0,0.4,replacements,SUBS,South American bishop’s brought in replacements,6,3,,0.5324077010154724,0.5387865304946899,0.44058215618133545,0.5084247589111328,0.46297723054885864,0.30333834886550903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,11,0.3333333333333333,0,0.08333333333333333
