word,row,synset_name,phrase,self_ref
front_line,19424,battlefront.n.01,<t>front line</t>: the line along which opposing armies face each other,False
front_man,19425,front_man.n.01,<t>front man</t>: a person used as a cover for some questionable activity,False
front_room,19426,living_room.n.01,<t>front room</t>: a room in a private house or establishment where people can sit and talk and relax,False
frontage,19427,frontage.n.01,<t>frontage</t>: the extent of land abutting on a street or water,False
frontal,19428,frontlet.n.01,<t>frontal</t>: an adornment worn on the forehead,False
frontier,19429,frontier.n.01,<t>frontier</t>: a wilderness at the edge of a settled area of a country,False
frontiers,19430,frontier.n.01,<t>frontiers</t>: a wilderness at the edge of a settled area of a country,False
frontiersman,19431,frontiersman.n.01,<t>frontiersman</t>: a man who lives on the frontier,False
frontispiece,19432,frontispiece.n.01,<t>frontispiece</t>: an ornamental facade,False
fronts,19433,front.n.01,<t>fronts</t>: the side that is forward or prominent,False
frost,19434,frost.n.01,<t>frost</t>: ice crystals forming a white deposit (especially on objects outside),False
frostiness,19435,frostiness.n.01,<t>frostiness</t>: coldness as evidenced by frost,False
frosts,19436,frost.n.01,<t>frosts</t>: ice crystals forming a white deposit (especially on objects outside),False
frosty,19437,frigid.s.03,<t>frosty</t>: devoid of warmth and cordiality; expressive of unfriendliness or disdain,False
froth,19438,foam.n.01,<t>froth</t>: a mass of small bubbles formed in or on a liquid,False
frothing,19439,foam.v.01,<t>frothing</t>: become bubbly or frothy or foaming,False
frothy,19440,bubbling.s.01,<t>frothy</t>: emitting or filled with bubbles as from carbonation or fermentation,False
frown,19441,frown.n.01,<t>frown</t>: a facial expression of dislike or displeasure,False
frown_on,19442,frown_on.v.01,<t>frown on</t>: look disapprovingly upon,False
frowning,19443,frown.v.01,"<t>frowning</t>: look angry or sullen, wrinkle one's forehead, as if to signal disapproval",False
frowns,19444,frown.n.01,<t>frowns</t>: a facial expression of dislike or displeasure,False
frowsty,19445,fusty.s.01,<t>frowsty</t>: stale and unclean smelling,False
frowzy,19446,frowsy.s.01,<t>frowzy</t>: negligent of neatness especially in dress and person; habitually dirty and unkempt,False
froze,19447,freeze.v.01,<t>froze</t>: stop moving or become immobilized,False
frozen,19448,freeze.v.01,<t>frozen</t>: stop moving or become immobilized,False
frozen_dessert,19449,frozen_dessert.n.01,<t>frozen dessert</t>: any of various desserts prepared by freezing,False
fructose,19450,fructose.n.01,<t>fructose</t>: a simple sugar found in honey and in many ripe fruits,False
frugal,19451,economical.s.02,<t>frugal</t>: avoiding waste,False
frugality,19452,frugality.n.01,<t>frugality</t>: prudence in avoiding waste,False
fruit,19453,fruit.n.01,<t>fruit</t>: the ripened reproductive body of a seed plant,False
fruit_cocktail,19454,fruit_cocktail.n.01,<t>fruit cocktail</t>: a mixture of sliced or diced fruits,False
fruit_drink,19455,fruit_drink.n.01,<t>fruit drink</t>: a sweetened beverage of diluted fruit juice,False
fruit_drinks,19456,fruit_drink.n.01,<t>fruit drinks</t>: a sweetened beverage of diluted fruit juice,False
fruit_juice,19457,fruit_juice.n.01,<t>fruit juice</t>: drink produced by squeezing or crushing fruit,False
fruit_punch,19458,fruit_punch.n.01,<t>fruit punch</t>: a punch made of fruit juices mixed with water or soda water (with or without alcohol),False
fruit_salad,19459,fruit_salad.n.01,<t>fruit salad</t>: salad composed of fruits,False
fruit_sugar,19460,fructose.n.01,<t>fruit sugar</t>: a simple sugar found in honey and in many ripe fruits,False
fruit_tree,19461,fruit_tree.n.01,<t>fruit tree</t>: tree bearing edible fruit,False
fruit_trees,19462,fruit_tree.n.01,<t>fruit trees</t>: tree bearing edible fruit,False
fruitcake,19463,crackpot.n.01,<t>fruitcake</t>: a whimsically eccentric person,False
fruitcakes,19464,crackpot.n.01,<t>fruitcakes</t>: a whimsically eccentric person,False
fruited,19465,fruit.v.01,<t>fruited</t>: cause to bear fruit,False
fruitful,19466,fruitful.a.01,<t>fruitful</t>: productive or conducive to producing in abundance,False
fruition,19467,fruition.n.01,<t>fruition</t>: the condition of bearing fruit,False
fruitless,19468,bootless.s.01,<t>fruitless</t>: unproductive of success,False
fruitlessly,19469,unproductively.r.01,<t>fruitlessly</t>: in an unproductive manner,False
fruits,19470,fruit.n.01,<t>fruits</t>: the ripened reproductive body of a seed plant,False
fruity,19471,fruity.s.01,<t>fruity</t>: tasting or smelling richly of or as of fruit,False
frumpish,19472,dowdy.s.02,<t>frumpish</t>: primly out of date,False
frumpy,19473,dowdy.s.02,<t>frumpy</t>: primly out of date,False
frustrate,19474,thwart.v.01,"<t>frustrate</t>: hinder or prevent (the efforts, plans, or desires) of",False
frustrated,19475,thwart.v.01,"<t>frustrated</t>: hinder or prevent (the efforts, plans, or desires) of",False
frustrates,19476,thwart.v.01,"<t>frustrates</t>: hinder or prevent (the efforts, plans, or desires) of",False
frustrating,19477,thwart.v.01,"<t>frustrating</t>: hinder or prevent (the efforts, plans, or desires) of",False
frustration,19478,frustration.n.01,<t>frustration</t>: the feeling that accompanies an experience of being thwarted in attaining your goals,False
fry,19479,fry.n.01,<t>fry</t>: English painter and art critic (1866-1934),False
frying_pan,19480,frying_pan.n.01,<t>frying pan</t>: a pan used for frying foods,False
fuchsia,19481,fuchsia.n.01,<t>fuchsia</t>: any of various tropical shrubs widely cultivated for their showy drooping purplish or reddish or white flowers; Central and South America and New Zealand and Tahiti,False
fuddy-duddies,19482,fuddy-duddy.n.01,<t>fuddy-duddies</t>: a conservative who is old-fashioned or dull in attitude or appearance,False
fuddy-duddy,19483,fuddy-duddy.n.01,<t>fuddy-duddy</t>: a conservative who is old-fashioned or dull in attitude or appearance,False
fudge,19484,fudge.n.01,<t>fudge</t>: soft creamy candy,False
fuel,19485,fuel.n.01,<t>fuel</t>: a substance that can be consumed to produce energy,False
fugitive,19486,fugitive.n.01,<t>fugitive</t>: someone who flees from an uncongenial situation,False
fugitives,19487,fugitive.n.01,<t>fugitives</t>: someone who flees from an uncongenial situation,False
fugu,19488,fugu.n.01,<t>fugu</t>: a blowfish highly prized as a delicacy in Japan but highly dangerous because the skin and organs are poisonous,False
fugue,19489,fugue.n.01,<t>fugue</t>: dissociative disorder in which a person forgets who they are and leaves home to creates a new life; during the fugue there is no memory of the former life; after recovering there is no memory for events during the dissociative state,True
fuji,19490,fuji.n.01,<t>fuji</t>: shrubby Japanese cherry tree having pale pink blossoms,False
fulcra,19491,fulcrum.n.01,<t>fulcra</t>: the pivot about which a lever turns,False
fulfil,19492,carry_through.v.01,<t>fulfil</t>: put in effect,False
fulfilled,19493,carry_through.v.01,<t>fulfilled</t>: put in effect,False
fulfilment,19494,fulfillment.n.01,<t>fulfilment</t>: a feeling of satisfaction at having achieved your desires,False
full,19495,full_moon.n.01,<t>full</t>: the time when the Moon is fully illuminated,False
full-length,19496,full-length.s.01,<t>full-length</t>: representing or accommodating the entire length,False
full-time,19497,full-time.a.01,<t>full-time</t>: for the entire time appropriate to an activity,False
full_complement,19498,complement.n.03,<t>full complement</t>: number needed to make up a whole force,False
full_house,19499,full_house.n.01,<t>full house</t>: a poker hand with 3 of a kind and a pair,False
full_of_life,19500,full_of_life.s.01,<t>full of life</t>: full of spirit,False
full_stop,19501,period.n.07,<t>full stop</t>: a punctuation mark (.) placed at the end of a declarative sentence to indicate a full stop or after abbreviations,True
full_treatment,19502,whole_shebang.n.01,<t>full treatment</t>: everything available; usually preceded by `the',False
fullness,19503,comprehensiveness.n.01,<t>fullness</t>: completeness over a broad scope,False
fully,19504,fully.r.01,<t>fully</t>: to the greatest degree or extent; completely or entirely; (`full' in this sense is used as a combining form),False
fully_grown,19505,adult.s.01,<t>fully grown</t>: (of animals) fully developed,False
fulmar,19506,fulmar.n.01,<t>fulmar</t>: heavy short-tailed oceanic bird of polar regions,False
fulminate,19507,fulminate.n.01,<t>fulminate</t>: a salt or ester of fulminic acid,False
fulmination,19508,fulmination.n.01,<t>fulmination</t>: thunderous verbal attack,False
fulsome,19509,buttery.s.01,<t>fulsome</t>: unpleasantly and excessively suave or ingratiating in manner or speech,False
fumble,19510,fumble.n.01,<t>fumble</t>: (sports) dropping the ball,False
fumbles,19511,fumble.n.01,<t>fumbles</t>: (sports) dropping the ball,False
fumbling,19512,grope.v.01,<t>fumbling</t>: feel about uncertainly or blindly,False
fume,19513,smoke.n.01,<t>fume</t>: a cloud of fine particles suspended in a gas,False
fumed,19514,fume.v.01,"<t>fumed</t>: be mad, angry, or furious",False
fumes,19515,exhaust.n.01,<t>fumes</t>: gases ejected from an engine as waste products,False
fuming,19516,fume.v.01,"<t>fuming</t>: be mad, angry, or furious",False
fun,19517,fun.n.01,<t>fun</t>: activities that are enjoyable or amusing,False
fun_run,19518,funrun.n.01,<t>fun run</t>: a footrace run for fun (often including runners who are sponsored for a charity),False
fun_runs,19519,funrun.n.01,<t>fun runs</t>: a footrace run for fun (often including runners who are sponsored for a charity),False
function,19520,function.n.01,<t>function</t>: (mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function),True
functional,19521,functional.a.01,<t>functional</t>: designed for or capable of a particular function or use,False
functionaries,19522,official.n.01,<t>functionaries</t>: a worker who holds or is invested with an office,False
functionary,19523,official.n.01,<t>functionary</t>: a worker who holds or is invested with an office,False
functioned,19524,function.v.01,<t>functioned</t>: perform as expected when applied,False
functions,19525,function.n.01,<t>functions</t>: (mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function),False
fund,19526,fund.n.01,<t>fund</t>: a reserve of money set aside for some purpose,False
fundament,19527,basis.n.02,<t>fundament</t>: the fundamental assumptions from which something is begun or developed or calculated or explained,False
fundamental,19528,fundamental.n.01,<t>fundamental</t>: any factor that could be considered important to the understanding of a particular business,False
fundamental_law,19529,fundamental_law.n.01,<t>fundamental law</t>: law determining the fundamental political principles of a government,False
fundamental_principle,19530,fundamentals.n.01,<t>fundamental principle</t>: principles from which other truths can be derived,False
fundamental_principles,19531,fundamentals.n.01,<t>fundamental principles</t>: principles from which other truths can be derived,False
fundamentalism,19532,fundamentalism.n.01,<t>fundamentalism</t>: the interpretation of every word in the sacred texts as literal truth,False
fundamentalist,19533,fundamentalist.n.01,<t>fundamentalist</t>: a supporter of fundamentalism,False
fundamentalists,19534,fundamentalist.n.01,<t>fundamentalists</t>: a supporter of fundamentalism,False
fundamentally,19535,basically.r.01,<t>fundamentally</t>: in essence; at bottom or by one's (or its) very nature,False
fundamentals,19536,fundamentals.n.01,<t>fundamentals</t>: principles from which other truths can be derived,False
funded,19537,fund.v.01,<t>funded</t>: convert (short-term floating debt) into long-term debt that bears fixed interest and is represented by bonds,False
funding,19538,support.n.11,<t>funding</t>: financial resources provided to make some project possible,False
