clue_id,definition,answer_wn,distractor_wn,anchor,positive,negative
319573,monarch,alfred_the_great,phalarope,Across Hatred and rage Left conjured up for <t>monarch</t>,<t>alfred the great</t>: king of Wessex; defeated the Vikings and encouraged writing in English (849-899),<t>phalarope</t>: small sandpiper-like shorebird having lobate toes and being good swimmers; breed in the Arctic and winter in the tropics
319576,waste material,spillage,stocking_fillers,Scavenger’s beginning to make off with <t>waste material</t>,<t>spillage</t>: the amount that has spilled,<t>stocking fillers</t>: a small Christmas present included in the Christmas stocking
319598,Fight,boxing,contest,<t>Fight</t> packing them in,<t>boxing</t>: fighting with the fists,<t>contest</t>: an occasion on which a winner is selected from among two or more contestants
319603,prayer,ave_maria,woes,"A very English mass, with song and <t>prayer</t>",<t>ave maria</t>: a salutation to the Virgin Mary now used in prayers to her,<t>woes</t>: misery resulting from affliction
319610,woman,stella,young_man,Cut short brilliant <t>woman</t>,<t>stella</t>: United States minimalist painter (born in 1936),<t>young man</t>: a teenager or a young adult male
319611,ceremony,pomp,performance,Go off to get married in <t>ceremony</t>,<t>pomp</t>: cheap or pretentious or vain display,<t>performance</t>: a dramatic or musical entertainment
319617,butterfly,swallowtail,remora,"Fall for something old wives claim, talking <t>butterfly</t>",<t>swallowtail</t>: a man's full-dress jacket with two long tapering tails at the back,<t>remora</t>: marine fishes with a flattened elongated body and a sucking disk on the head for attaching to large fish or moving objects
319625,Marine creature,porpoise,guinea_pig,<t>Marine creature</t> with compact power or elegance,<t>porpoise</t>: any of several small gregarious cetacean mammals having a blunt snout and many teeth,<t>guinea pig</t>: a person who is subjected to experimental or other observational procedures; someone who is an object of investigation
319632,computing,calculating,number_cruncher,Devious <t>computing</t>,<t>calculating</t>: make a mathematical calculation or computation,<t>number cruncher</t>: someone able to perform complex and lengthy calculations
319634,Royal,imperial,emperor,"<t>Royal</t> crimper, I also cut equally high and low",<t>imperial</t>: a small tufted beard worn by Emperor Napoleon III,<t>emperor</t>: the male ruler of an empire
319635,26,adhesive,eighteen,"Admitted to a seedy club, that chap’s <t>26</t>",<t>adhesive</t>: a substance that unites or bonds surfaces together,<t>eighteen</t>: the cardinal number that is the sum of seventeen and one
319642,Junk,waste,grates,"<t>Junk</t> in window, a steal",<t>waste</t>: any materials unused and rejected as worthless or unwanted,<t>grates</t>: a frame of iron bars to hold a fire
319646,play,macbeth,experiment,Award bagged by American subject for <t>play</t>,<t>macbeth</t>: king of Scotland (died in 1057),<t>experiment</t>: the act of conducting a controlled test or investigation
319649,Ceremony,formality,vesper,<t>Ceremony</t> in country during days of biblical fasting,<t>formality</t>: a requirement of etiquette or custom,<t>vesper</t>: a planet (usually Venus) seen at sunset in the western sky
319658,Minister,reverend,gaffers,<t>Minister</t> split trousers always,<t>reverend</t>: a member of the clergy and a spiritual leader of the Christian Church,<t>gaffers</t>: an elderly man
319667,blazer,fire,sallet,Get rid of <t>blazer</t>?,<t>fire</t>: the event of something burning (often destructive),<t>sallet</t>: a light medieval helmet with a slit for vision
319679,Hot,stolen,warmest,<t>Hot</t> stone cracked around lake,<t>stolen</t>: take without the owner's consent,<t>warmest</t>: having or producing a comfortable and agreeable degree of heat or imparting or maintaining heat
319699,View,opinion,qualm,<t>View</t> over wing,<t>opinion</t>: a personal belief or judgment that is not founded on proof or certainty,<t>qualm</t>: uneasiness about the fitness of an action
319707,Animal,rat,baboons,<t>Animal</t> found in case after sides removed,<t>rat</t>: any of various long-tailed rodents similar to but larger than a mouse,<t>baboons</t>: large terrestrial monkeys having doglike muzzles
319711,frivolous,shallow,piggish,Play about everyone is <t>frivolous</t>,<t>shallow</t>: a stretch of shallow water,<t>piggish</t>: resembling swine; coarsely gluttonous or greedy
319718,transport,wagon_train,tubing,Wanting oar fixed for <t>transport</t>,<t>wagon train</t>: a procession (of wagons or mules or camels) traveling together in single file,<t>tubing</t>: conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases
319721,Edge,fringe,tacks,<t>Edge</t> of hoop bound with iron,<t>fringe</t>: the outside boundary or surface of something,<t>tacks</t>: the heading or position of a vessel relative to the trim of its sails
319723,form,shape,properties,Woman holding a parking <t>form</t>,<t>shape</t>: any spatial attributes (especially as defined by outline),<t>properties</t>: something owned; any tangible or intangible possession that is owned by someone
319727,shop,gap,emporia,Mike leaving umbrella in <t>shop</t>,<t>gap</t>: a conspicuous disparity or difference as between two figures,<t>emporia</t>: a large retail store organized into departments offering a variety of merchandise; commonly part of a retail chain
319729,Standard,colour,gold_standard,<t>Standard</t> appearance,<t>colour</t>: any material used for its color,<t>gold standard</t>: a monetary standard under which the basic unit of currency is defined by a stated quantity of gold
319730,Extent,size,quarters,<t>Extent</t> of heavy breathing on the phone,<t>size</t>: the physical magnitude of something (how big it is),<t>quarters</t>: housing available for people to live in
319748,protection,charge,mettle,Demand <t>protection</t>,<t>charge</t>: an impetuous rush toward someone or something,<t>mettle</t>: the courage to carry on
319753,Monster,cyclops,dogsbodies,"<t>Monster</t> ride, mostly round perimeter of parks",<t>cyclops</t>: (Greek mythology) one of a race of giants having a single eye in the middle of their forehead,<t>dogsbodies</t>: a worker who has to do all the unpleasant or boring jobs that no one else wants to do
319756,Recommend,advocate,eulogising,<t>Recommend</t> Edinburgh lawyer?,<t>advocate</t>: a person who pleads for a cause or propounds an idea,<t>eulogising</t>: praise formally and eloquently
319766,Learning,literacy,drafting,<t>Learning</t> to be saucy following diet?,<t>literacy</t>: the ability to read and write,<t>drafting</t>: writing a first version to be filled out and polished later
319768,erratic,unpredictable,unexceptional,"Abrupt decline, possibly becoming <t>erratic</t>",<t>unpredictable</t>: not capable of being foretold,<t>unexceptional</t>: not special in any way
319770,Related,agnate,belongs,<t>Related</t> a passage including start of novel,<t>agnate</t>: one related on the father's side,<t>belongs</t>: be owned by; be in the possession of
319771,nonsense,claptrap,fibs,Conservative facing constituent crony rejected <t>nonsense</t>,<t>claptrap</t>: pompous or pretentious talk or writing,<t>fibs</t>: a trivial lie
319775,Tough,feisty,wry,<t>Tough</t> as iron facing one’s gutless temerity,<t>feisty</t>: showing courage,<t>wry</t>: humorously sarcastic or mocking
319777,Make,construct,cure,<t>Make</t> do on street without sharp turning,<t>construct</t>: an abstract or general idea inferred or derived from specific instances,<t>cure</t>: a medicine or therapy that cures disease or relieve pain
319781,Prevent,avert,proscribed,<t>Prevent</t> state terrorism’s source,<t>avert</t>: prevent the occurrence of; prevent from happening,<t>proscribed</t>: command against
319785,plants,beetroots,cineraria,Insect runs around top of orange <t>plants</t>,<t>beetroots</t>: beet having a massively swollen red root; widely grown for human consumption,<t>cineraria</t>: herb of Canary Islands widely cultivated for its blue or purple or red or variegated daisylike flowers
319789,indifference,apathy,wariness,A year taking course leads to <t>indifference</t>,<t>apathy</t>: an absence of emotion or enthusiasm,<t>wariness</t>: the trait of being cautious and watchful
319802,Shake,stir,twitch,<t>Shake</t> cast-iron shields,<t>stir</t>: a prominent or sensational but short-lived news event,<t>twitch</t>: a sudden muscle spasm; especially one caused by a nervous condition
319803,Typical,average,dynastic,<t>Typical</t> adult too old to go topless,<t>average</t>: a statistic describing the location of a distribution,<t>dynastic</t>: of or relating to or characteristic of a dynasty
319804,Indifferent,neutral,insubordinate,<t>Indifferent</t> nature affected student,<t>neutral</t>: one who does not side with any party in a war or dispute,<t>insubordinate</t>: not submissive to authority
319816,prophet,elijah,griot,Priest set up pilgrimage for Muslims to find <t>prophet</t>,<t>elijah</t>: a Hebrew prophet in the Old Testament who opposed the worship of idols; he was persecuted for rebuking Ahab and Jezebel (king and queen of Israel); he was taken up to heaven in a chariot of fire (circa 9th century BC),<t>griot</t>: a storyteller in West Africa; perpetuates the oral traditions of a family or village
319822,Orator,spellbinder,compere,<t>Orator</t> to provide series of letters for someone making a book?,<t>spellbinder</t>: an orator who can hold his listeners spellbound,<t>compere</t>: British term for someone who introduces television acts or cabarets etc
319836,Charged,indicted,entitled,"<t>Charged</t> as signified, the first character to be brought out",<t>indicted</t>: accuse formally of a crime,<t>entitled</t>: give the right to
319837,study,read,revisions,Not completely prepared for <t>study</t>,<t>read</t>: something that is read,<t>revisions</t>: the act of revising or altering (involving reconsideration and modification)
319847,Arrogance,side,impatience,<t>Arrogance</t> of one in charge of paper is upsetting,<t>side</t>: a place within a region identified relative to a center or reference location,<t>impatience</t>: a lack of patience; irritation with anything that causes delay
319867,forever,always,one-time,Irish county’s banning golf <t>forever</t>,<t>always</t>: at all times; all the time and on every occasion,<t>one-time</t>: belonging to some prior time
319874,Shun,eschew,relinquish,<t>Shun</t> key hospital we set up,<t>eschew</t>: avoid and stay away from deliberately; stay clear of,<t>relinquish</t>: part with a possession or right
319882,Reorganise,anagram,publicise,<t>Reorganise</t> a horse pound,<t>anagram</t>: a word or phrase spelled by rearranging the letters of another word or phrase,<t>publicise</t>: call attention to
319884,watering hole,local,chartres,Left to make new opening for said <t>watering hole</t>,<t>local</t>: public transport consisting of a bus or train that stops at all stations or stops,<t>chartres</t>: a town in northern France that is noted for its Gothic Cathedral
319897,Labour,task,romp,First of these canvass for <t>Labour</t>,<t>task</t>: any piece of work that is undertaken or attempted,<t>romp</t>: an easy victory
319898,never-ending,eternal,eternally,English learnt haphazardly is <t>never-ending</t>,<t>eternal</t>: continuing forever or indefinitely,<t>eternally</t>: for a limitless time; ; - P.P.Bliss
319907,Manifest,list,evident,<t>Manifest</t> slope,<t>list</t>: a database containing an ordered array of items (names or topics),<t>evident</t>: clearly revealed to the mind or the senses or judgment
